ticker	name	sector	market_cap	val_avg_3mo	trailingPE	last	mtd_rtn	mo3_rtn	year_rtn	daily_trend	weekly_trend	monthly_trend	trend_rank	pfh_250	days_since_high_250	breakout	longest_consolidation_window	position	price_extreme	vol_5_day_chng	vol_20_day_chng
6010	National Agricultural Development Co.	Food & Beverages	88	88	12.8	14.59	3.8%	-12.5%	-31.7%	down:52,15	down:408,15	down:24,15	229	55.3%	573	-	-	-	-	-14%	-32%
6012	Raydan Food Co.	Consumer Services	270	226	-	17.24	15.7%	27.4%	-39.6%	up:3,*	down:469,60	down:684,60	128	83.0%	569	-	-	-	-	+1650%	+214%
6013	Development Works Food Co.	Consumer Services	258	175	-	88.35	-2.6%	2.4%	-15.8%	down:17,6	down:165,63	down:439,63	206	67.4%	202	-	122	22%	-	-44%	-68%
6014	Alamar Foods Co.	Consumer Services	172	174	18.7	42.04	13.8%	3.0%	-18.5%	up:3,2	down:757,16	down:7,6	137	25.7%	870	-	-	-	-	-64%	+55%
6015	Americana Restaurants International PLC - Foreign Company	Consumer Services	30	21	20.4	2.43	8.5%	25.9%	15.2%	up:59,2	up:4,2	flat	17	1.2%	1	-	-	-	green,green	-12%	+99%
6016	Shatirah House Restaurant Co.	Consumer Services	243	209	27.6	7.25	1.0%	-9.6%	-27.3%	down:4,2	down:199,22	flat	159	45.5%	433	-	-	-	-	+9%	+17%
6017	Jahez International Company for Information System Technology	Consumer Services	114	63	80.7	11.96	5.8%	-1.9%	-48.4%	down:27,16	down:173,92	flat	150	94.0%	378	-	-	-	-	+35%	-30%
6018	Sport Clubs Co.	Consumer Services	191	54	18.6	8.43	22.2%	23.8%	-29.0%	up:12,*	down:22,21	flat	57	42.6%	259	-	-	-	-	-71%	+82%
6019	Al Masar Al Shamil Education Co.	Consumer Services	119	155	15.8	25.9	16.2%	24.0%	-	up:9,5	flat	flat	34	6.1%	160	-	-	-	-	-74%	+47%
6020	Al Gassim Investment Holding Co.	Food & Beverages	247	223	45.1	12.37	1.6%	4.1%	-22.2%	down:25,8	down:179,61	down:553,61	217	54.4%	379	-	-	-	-	-71%	-62%
6040	Tabuk Agricultural Development Co.	Food & Beverages	242	90	-	9.24	-10.6%	49.5%	-9.8%	up:20,15	flat	down:830,64	82	13.0%	600	-	-	-	-	-57%	+268%
6050	Saudi Fisheries Co.	Food & Beverages	241	22	-	64.0	5.6%	67.5%	-27.9%	up:5,2	flat	down:899,61	74	51.0%	473	-	-	-	-	-65%	-50%
6060	Ash-Sharqiyah Development Co.	Food & Beverages	236	98	-	14.31	1.9%	17.4%	-13.2%	up:7,6	flat	down:824,112	88	21.2%	1365	-	-	-	-	-76%	-69%
6070	Al-Jouf Agricultural Development Co.	Food & Beverages	155	189	25.6	39.1	-5.6%	-11.1%	-14.3%	down:31,5	down:61,5	down:175,5	204	35.4%	97	-	-	-	red	-56%	-3%
6090	Jazan Development and Investment Co.	Food & Beverages	240	240	-	8.15	0.0%	0.7%	-23.1%	down:9,8	down:504,116	down:881,116	242	33.2%	603	-	165	39%	-	-83%	-28%
7010	Saudi Telecom Co.	Telecommunication Services	5	7	14.4	44.14	2.3%	0.7%	2.9%	up:5,*	up:59,46	up:399,328	7	2.4%	328	-	227	74%	-	+0%	+50%
7020	Etihad Etisalat Co.	Telecommunication Services	16	17	13.1	64.0	3.0%	-0.5%	-1.8%	flat	flat	up:1306,135	28	11.5%	135	-	219	35%	-	-45%	+28%
7030	Mobile Telecommunication Company Saudi Arabia	Telecommunication Services	51	56	13.1	10.35	0.0%	-5.7%	-3.4%	down:65,23	down:35,23	down:475,293	213	16.7%	334	-	321	12%	-	+24%	+21%
7040	Etihad GO Telecom Co.	Telecommunication Services	104	85	10.9	86.9	4.4%	-8.6%	-15.3%	down:1,*	down:37,15	up:790,578	91	29.6%	578	-	606	14%	-	-7%	+12%
7200	Al Moammar Information Systems Co.	Software & Services	60	55	98.0	301.0	24.8%	63.3%	131.4%	up:88,5	up:161,5	up:170,5	2	1.7%	4	-	-	-	green,green	-68%	+99%
7201	Arab Sea Information System Co.	Software & Services	250	203	-	3.51	7.3%	7.7%	-33.4%	flat	down:426,63	down:580,63	200	56.4%	1150	-	-	-	-	+31%	-51%
7202	Arabian Internet and Communications Services Co.	Software & Services	22	57	17.1	204.4	-4.9%	-6.6%	-16.8%	down:3,1	down:320,112	down:114,112	237	29.6%	599	-	-	-	-	+39%	+83%
7203	Elm Co.	Software & Services	14	13	23.5	607.5	-10.4%	-13.5%	-30.6%	down:15,5	down:261,92	flat	153	56.5%	392	-	-	-	-	-58%	+121%
7204	Perfect Presentation for Commercial Services Co.	Software & Services	130	192	13.4	6.66	10.8%	3.1%	-37.9%	flat	down:351,15	flat	110	68.0%	610	-	-	-	-	0%	+62%
7205	Dar Albalad for Business Solutions Co.	Software & Services	198	20	-	11.86	19.2%	-	-	-	-	-	52	17.1%	54	-	-	-	-	-5%	+15%
7211	Saudi Azm for Communication and Information Technology Co.	Software & Services	154	217	26.8	23.46	12.2%	4.6%	-13.1%	up:1,*	down:29,28	flat	58	20.6%	272	-	-	-	-	+116%	-9%
8010	The Company for Cooperative Insurance	Insurance	32	25	16.3	137.9	12.5%	1.4%	9.1%	flat	up:53,45	up:53,45	9	16.3%	45	-	606	44%	-	-26%	+83%
8012	Aljazira Takaful Taawuni Co.	Insurance	189	218	25.7	11.56	-4.2%	4.7%	-7.6%	down:5,4	flat	down:506,112	175	13.2%	732	-	-	-	-	-17%	-36%
8020	Malath Cooperative Insurance Co.	Insurance	224	205	29.1	10.25	3.5%	21.6%	-23.6%	up:47,26	flat	down:494,112	85	31.7%	757	-	-	-	-	-37%	-59%
8030	The Mediterranean and Gulf Insurance and Reinsurance Co.	Insurance	129	66	39.3	16.95	16.7%	19.2%	1.6%	up:12,3	flat	down:168,158	69	2.8%	3	-	-	-	green	-28%	+16%
8040	Mutakamela Insurance Co.	Insurance	193	136	-	12.68	3.0%	50.1%	-10.7%	up:39,9	flat	down:504,61	79	12.4%	569	-	-	-	-	-72%	-53%
8050	Salama Cooperative Insurance Co.	Insurance	259	204	-	8.8	0.3%	16.2%	-27.9%	flat	down:437,92	down:397,92	189	42.2%	581	-	-	-	-	-63%	-30%
8060	Walaa Cooperative Insurance Co.	Insurance	159	134	-	11.08	16.8%	13.5%	-9.8%	up:10,5	down:354,100	down:239,100	125	17.6%	569	-	-	-	-	-50%	+129%
8070	Arabian Shield Cooperative Insurance Co.	Insurance	179	208	-	12.28	11.1%	4.3%	-11.2%	up:9,3	flat	down:287,92	78	15.4%	569	-	177	87%	-	-41%	+26%
8100	Saudi Arabian Cooperative Insurance Co.	Insurance	255	198	14.0	10.65	7.0%	12.9%	-25.0%	up:10,2	down:333,99	down:306,99	126	34.3%	569	-	-	-	-	-71%	-28%
8120	Gulf Union Alahlia Cooperative Insurance Co.	Insurance	206	220	-	14.52	6.8%	28.8%	14.4%	up:90,7	up:12,7	down:162,111	40	3.4%	7	-	-	-	-	-42%	-47%
8150	Allied Cooperative Insurance Group	Insurance	266	137	-	8.21	29.3%	43.0%	-26.8%	up:11,5	flat	down:446,61	76	46.8%	563	-	-	-	green	-59%	+79%
8160	Arabia Insurance Cooperative Co.	Insurance	235	237	-	8.61	6.0%	5.0%	-18.0%	flat	down:472,97	down:889,97	190	32.1%	581	-	-	-	-	-13%	-29%
8170	Al-Etihad Cooperative Insurance Co.	Insurance	249	143	-	7.9	12.9%	36.4%	-29.5%	up:8,2	down:434,62	down:288,62	127	44.0%	569	-	-	-	-	+10%	+71%
8180	Al Sagr Cooperative Insurance Co.	Insurance	252	187	-	11.16	8.2%	2.4%	-19.0%	up:7,2	flat	down:540,112	80	25.7%	579	-	-	-	-	-62%	-35%
8190	United Cooperative Assurance Co.	Insurance	268	216	-	3.33	7.8%	12.1%	-38.1%	up:11,8	down:444,114	down:877,114	129	65.2%	579	-	-	-	-	-57%	+31%
8200	Saudi Reinsurance Co.	Insurance	91	78	26.3	24.21	1.3%	-7.2%	-23.9%	down:23,14	down:152,112	up:1437,401	90	45.3%	401	-	-	-	-	-46%	+61%
8210	Bupa Arabia for Cooperative Insurance Co.	Insurance	25	52	21.6	163.5	4.1%	-1.9%	8.1%	down:2,1	flat	flat	93	20.2%	47	-	-	-	-	-27%	-2%
8230	Al-Rajhi Company for Cooperative Insurance	Insurance	47	46	20.3	52.15	7.5%	1.8%	-14.8%	flat	flat	flat	54	17.8%	515	-	-	-	-	+24%	+7%
8240	CHUBB Arabia Cooperative Insurance Co.	Insurance	201	145	61.1	18.05	9.5%	-1.2%	-26.2%	flat	down:176,112	flat	106	81.9%	386	-	-	-	-	-66%	-33%
8250	Gulf Insurance Group	Insurance	137	152	11.7	31.92	0.2%	17.3%	28.3%	up:101,18	up:49,18	flat	20	7.8%	18	-	-	-	-	-40%	-3%
8260	Gulf General Cooperative Insurance Co.	Insurance	269	236	-	3.88	6.0%	6.0%	-22.9%	flat	down:504,92	down:950,92	188	36.3%	569	-	135	47%	-	-44%	+26%
8280	LIVA Insurance Co.	Insurance	214	126	17.5	14.72	5.1%	42.2%	15.5%	up:59,27	up:7,3	down:439,105	41	7.6%	27	-	-	-	-	-49%	-24%
8300	Wataniya Insurance Co.	Insurance	230	148	21.5	14.7	31.2%	21.3%	-4.6%	up:9,3	flat	down:254,15	75	11.9%	532	-	-	-	-	-76%	+85%
8310	Amana Cooperative Insurance Co.	Insurance	256	153	-	7.38	8.8%	16.0%	-6.0%	up:9,8	flat	down:1055,105	84	11.8%	604	-	-	-	-	-80%	-32%
8311	Saudi Enaya Cooperative Insurance Co.	Insurance	264	141	-	9.61	0.1%	-16.5%	4.5%	down:2,*	up:47,36	down:1089,156	117	26.4%	64	-	-	-	-	-64%	-19%
8313	Rasan Information Technology Co.	Insurance	45	10	32.2	135.1	3.8%	-8.6%	40.9%	down:26,11	up:295,45	flat	48	17.0%	45	-	-	-	-	-22%	-57%
