Close Price,Issued Shares,Net Income,Shareholders Equity,Market Cap,Market Cap %,EPS,P/E Ratio,Book Value,P/B Ratio
,347607.237,579406.82,3378034.51,9625695.98,,1.667,15.26,9.72,2.85
